#proteinId	gotermId	goName	gotermType	goAcc
107986	21295	metal ion binding	molecular_function	GO:0046872
107986	2670	mitochondrial processing peptidase activity	molecular_function	GO:0004240
107986	10246	mitochondrial processing peptidase complex	cellular_component	GO:0017087
107994	2196	transcription factor activity	molecular_function	GO:0003700
107994	3838	nucleus	cellular_component	GO:0005634
107994	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
107994	5939	zinc ion binding	molecular_function	GO:0008270
108022	15998	glycolipid 6-alpha-mannosyltransferase activity	molecular_function	GO:0033164
108030	2196	transcription factor activity	molecular_function	GO:0003700
108030	3838	nucleus	cellular_component	GO:0005634
108030	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
108030	5939	zinc ion binding	molecular_function	GO:0008270
108075	4868	ubiquinone biosynthetic process	biological_process	GO:0006744
108075	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
108075	2795	hexaprenyldihydroxybenzoate methyltransferase activity	molecular_function	GO:0004395
108092	9582	dephosphorylation	biological_process	GO:0016311
108092	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
108092	2290	catalytic activity	molecular_function	GO:0003824
108092	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
108149	5830	metabolic process	biological_process	GO:0008152
108149	9710	oxidoreductase activity	molecular_function	GO:0016491
108149	2290	catalytic activity	molecular_function	GO:0003824
108149	3708	binding	molecular_function	GO:0005488
108149	2532	carbonyl reductase (NADPH) activity	molecular_function	GO:0004090
108151	2196	transcription factor activity	molecular_function	GO:0003700
108151	3838	nucleus	cellular_component	GO:0005634
108151	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
108151	5939	zinc ion binding	molecular_function	GO:0008270
108151	2176	DNA binding	molecular_function	GO:0003677
108151	4499	transcription	biological_process	GO:0006350
108160	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
108160	4618	protein amino acid glycosylation	biological_process	GO:0006486
108160	9320	membrane	cellular_component	GO:0016020
108171	2196	transcription factor activity	molecular_function	GO:0003700
108171	3838	nucleus	cellular_component	GO:0005634
108171	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
108171	5939	zinc ion binding	molecular_function	GO:0008270
108178	2290	catalytic activity	molecular_function	GO:0003824
108179	2196	transcription factor activity	molecular_function	GO:0003700
108179	3838	nucleus	cellular_component	GO:0005634
108179	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
108179	5939	zinc ion binding	molecular_function	GO:0008270
108202	9710	oxidoreductase activity	molecular_function	GO:0016491
108202	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
108202	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
108202	19347	malolactic enzyme activity	molecular_function	GO:0043883
108202	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
108216	5830	metabolic process	biological_process	GO:0008152
108216	9710	oxidoreductase activity	molecular_function	GO:0016491
108216	2290	catalytic activity	molecular_function	GO:0003824
108216	3708	binding	molecular_function	GO:0005488
108315	5830	metabolic process	biological_process	GO:0008152
108315	9710	oxidoreductase activity	molecular_function	GO:0016491
108315	2290	catalytic activity	molecular_function	GO:0003824
108315	3708	binding	molecular_function	GO:0005488
108315	2324	3-hydroxybutyrate dehydrogenase activity	molecular_function	GO:0003858
108375	2196	transcription factor activity	molecular_function	GO:0003700
108375	3838	nucleus	cellular_component	GO:0005634
108375	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
108375	5939	zinc ion binding	molecular_function	GO:0008270
108547	2175	nucleic acid binding	molecular_function	GO:0003676
108547	3827	intracellular	cellular_component	GO:0005622
108550	162	nucleotide binding	molecular_function	GO:0000166
108550	3175	aspartate-tRNA ligase activity	molecular_function	GO:0004815
108550	3736	ATP binding	molecular_function	GO:0005524
108550	3930	cytoplasm	cellular_component	GO:0005737
108550	4556	translation	biological_process	GO:0006412
108550	4565	aspartyl-tRNA aminoacylation	biological_process	GO:0006422
108550	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
108550	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
108550	2175	nucleic acid binding	molecular_function	GO:0003676
108719	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
108719	3827	intracellular	cellular_component	GO:0005622
108719	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
108719	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
108825	3827	intracellular	cellular_component	GO:0005622
108825	5022	anti-apoptosis	biological_process	GO:0006916
108927	3425	Rho guanyl-nucleotide exchange factor activity	molecular_function	GO:0005089
108927	3827	intracellular	cellular_component	GO:0005622
108927	17205	regulation of Rho protein signal transduction	biological_process	GO:0035023
109054	2175	nucleic acid binding	molecular_function	GO:0003676
109159	2290	catalytic activity	molecular_function	GO:0003824
109159	9320	membrane	cellular_component	GO:0016020
109159	19306	Kdo transferase activity	molecular_function	GO:0043842
109159	24585	regulation of transferase activity	biological_process	GO:0051338
109159	25215	regulation of telomerase activity	biological_process	GO:0051972
109194	2175	nucleic acid binding	molecular_function	GO:0003676
109194	3827	intracellular	cellular_component	GO:0005622
109194	5939	zinc ion binding	molecular_function	GO:0008270
109351	2489	aminomethyltransferase activity	molecular_function	GO:0004047
109351	3930	cytoplasm	cellular_component	GO:0005737
109351	4676	glycine catabolic process	biological_process	GO:0006546
109462	3052	protein kinase CK2 activity	molecular_function	GO:0004682
109658	2175	nucleic acid binding	molecular_function	GO:0003676
109920	10026	carboxy-lyase activity	molecular_function	GO:0016831
109920	12002	carboxylic acid metabolic process	biological_process	GO:0019752
109920	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
110148	4556	translation	biological_process	GO:0006412
110148	10079	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	GO:0016884
110148	10069	ligase activity	molecular_function	GO:0016874
110148	19239	cobyrinate a,c-diamide synthase activity	molecular_function	GO:0043775
110148	23826	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0050567
110167	2778	glycine hydroxymethyltransferase activity	molecular_function	GO:0004372
110167	4674	glycine metabolic process	biological_process	GO:0006544
110167	4693	L-serine metabolic process	biological_process	GO:0006563
110210	2290	catalytic activity	molecular_function	GO:0003824
110210	110	histidine biosynthetic process	biological_process	GO:0000105
110210	111	imidazoleglycerol-phosphate synthase activity	molecular_function	GO:0000107
110210	3930	cytoplasm	cellular_component	GO:0005737
110210	6976	imidazoleglycerol-phosphate synthase complex	cellular_component	GO:0009382
110210	9962	transferase activity, transferring pentosyl groups	molecular_function	GO:0016763
110210	5830	metabolic process	biological_process	GO:0008152
110210	10420	NAD(P)-cysteine ADP-ribosyltransferase activity	molecular_function	GO:0018071
110210	10461	NAD(P)-asparagine ADP-ribosyltransferase activity	molecular_function	GO:0018121
110210	10467	NAD(P)-serine ADP-ribosyltransferase activity	molecular_function	GO:0018127
110210	19331	7-cyano-7-deazaguanine tRNA-ribosyltransferase activity	molecular_function	GO:0043867
110264	3727	protein binding	molecular_function	GO:0005515
110315	3043	protein kinase activity	molecular_function	GO:0004672
110315	3736	ATP binding	molecular_function	GO:0005524
110315	4602	protein amino acid phosphorylation	biological_process	GO:0006468
110315	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
110315	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
110315	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
110315	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
110315	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
110315	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
110315	3050	casein kinase activity	molecular_function	GO:0004680
110315	3051	casein kinase I activity	molecular_function	GO:0004681
110315	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
110315	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
110315	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
110315	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
110315	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
110315	3067	atypical protein kinase C activity	molecular_function	GO:0004700
110315	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
110315	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
110315	3071	JUN kinase activity	molecular_function	GO:0004705
110315	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
110315	3074	MAP kinase kinase activity	molecular_function	GO:0004708
110315	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
110315	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
110315	3084	Janus kinase activity	molecular_function	GO:0004718
110315	6004	MAP kinase 1 activity	molecular_function	GO:0008338
110315	6005	MP kinase activity	molecular_function	GO:0008339
110315	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
110315	6196	JUN kinase kinase activity	molecular_function	GO:0008545
110315	10102	MAP kinase 2 activity	molecular_function	GO:0016908
110315	10103	SAP kinase activity	molecular_function	GO:0016909
110315	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
110315	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
110315	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
110448	2832	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
110448	2839	inositol-polyphosphate 5-phosphatase activity	molecular_function	GO:0004445
110450	3546	transporter activity	molecular_function	GO:0005215
110450	4927	transport	biological_process	GO:0006810
110450	9320	membrane	cellular_component	GO:0016020
110450	9321	integral to membrane	cellular_component	GO:0016021
110472	2175	nucleic acid binding	molecular_function	GO:0003676
110472	3827	intracellular	cellular_component	GO:0005622
110472	5939	zinc ion binding	molecular_function	GO:0008270
110484	2176	DNA binding	molecular_function	GO:0003677
110484	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
110742	2227	structural constituent of ribosome	molecular_function	GO:0003735
110742	3827	intracellular	cellular_component	GO:0005622
110742	4025	ribosome	cellular_component	GO:0005840
110742	4558	translational elongation	biological_process	GO:0006414
110742	2290	catalytic activity	molecular_function	GO:0003824
110742	19375	cellular metabolic process	biological_process	GO:0044237
111002	3737	GTP binding	molecular_function	GO:0005525
111002	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
111002	3827	intracellular	cellular_component	GO:0005622
111002	8400	protein transport	biological_process	GO:0015031
111164	3838	nucleus	cellular_component	GO:0005634
111164	2175	nucleic acid binding	molecular_function	GO:0003676
111304	4283	electron transport	biological_process	GO:0006118
111304	5816	NADH dehydrogenase (ubiquinone) activity	molecular_function	GO:0008137
111304	6664	electron carrier activity	molecular_function	GO:0009055
111304	9320	membrane	cellular_component	GO:0016020
111403	3935	mitochondrial inner membrane	cellular_component	GO:0005743
111403	4283	electron transport	biological_process	GO:0006118
111403	9858	oxidoreductase activity, acting on NADH or NADPH	molecular_function	GO:0016651
111440	4977	amino acid transport	biological_process	GO:0006865
111440	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
111440	9320	membrane	cellular_component	GO:0016020
111440	9321	integral to membrane	cellular_component	GO:0016021
111440	4927	transport	biological_process	GO:0006810
111560	20001	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
111577	2175	nucleic acid binding	molecular_function	GO:0003676
111577	5939	zinc ion binding	molecular_function	GO:0008270
111640	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
111640	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
111640	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
111640	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
111640	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
111640	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
111640	9684	pyrophosphatase activity	molecular_function	GO:0016462
111640	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
111640	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
111640	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
111642	5746	ARF GTPase activator activity	molecular_function	GO:0008060
111642	5939	zinc ion binding	molecular_function	GO:0008270
111642	15147	regulation of ARF GTPase activity	biological_process	GO:0032312
111832	2741	galactokinase activity	molecular_function	GO:0004335
111832	3736	ATP binding	molecular_function	GO:0005524
111832	4180	galactose metabolic process	biological_process	GO:0006012
111832	21261	carbohydrate phosphorylation	biological_process	GO:0046835
111832	9573	kinase activity	molecular_function	GO:0016301
111832	9581	phosphorylation	biological_process	GO:0016310
111832	3930	cytoplasm	cellular_component	GO:0005737
111832	5830	metabolic process	biological_process	GO:0008152
111832	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
111843	9321	integral to membrane	cellular_component	GO:0016021
111862	5830	metabolic process	biological_process	GO:0008152
111862	9985	hydrolase activity	molecular_function	GO:0016787
111862	16704	hormone-sensitive lipase activity	molecular_function	GO:0033878
111951	2196	transcription factor activity	molecular_function	GO:0003700
111951	3838	nucleus	cellular_component	GO:0005634
111951	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
111951	5939	zinc ion binding	molecular_function	GO:0008270
111968	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
112066	3727	protein binding	molecular_function	GO:0005515
112066	2460	adenylate cyclase activity	molecular_function	GO:0004016
112066	5962	calcium- and calmodulin-responsive adenylate cyclase activity	molecular_function	GO:0008294
112116	162	nucleotide binding	molecular_function	GO:0000166
112116	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
112116	3736	ATP binding	molecular_function	GO:0005524
112116	2176	DNA binding	molecular_function	GO:0003677
112116	4440	DNA repair	biological_process	GO:0006281
112116	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
112116	16887	DNA polymerase activity	molecular_function	GO:0034061
112147	13917	heat shock protein binding	molecular_function	GO:0031072
112154	9710	oxidoreductase activity	molecular_function	GO:0016491
112154	4758	lipid metabolic process	biological_process	GO:0006629
112154	9320	membrane	cellular_component	GO:0016020
112154	9918	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	molecular_function	GO:0016717
112154	10891	fluorene oxygenase activity	molecular_function	GO:0018585
112154	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
112154	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
112154	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
112154	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
112154	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
112154	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
112154	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
112154	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
112154	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
112154	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
112154	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
112154	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
112154	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
112154	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
112154	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
112154	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
112377	2290	catalytic activity	molecular_function	GO:0003824
112377	5830	metabolic process	biological_process	GO:0008152
112377	2845	isocitrate lyase activity	molecular_function	GO:0004451
112377	12002	carboxylic acid metabolic process	biological_process	GO:0019752
112474	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
112474	4143	carbohydrate metabolic process	biological_process	GO:0005975
112474	281	magnesium ion binding	molecular_function	GO:0000287
112474	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
112474	3930	cytoplasm	cellular_component	GO:0005737
112474	4913	phosphate metabolic process	biological_process	GO:0006796
112474	18471	licheninase activity	molecular_function	GO:0042972
112573	9710	oxidoreductase activity	molecular_function	GO:0016491
112573	2290	catalytic activity	molecular_function	GO:0003824
112573	3708	binding	molecular_function	GO:0005488
112573	5830	metabolic process	biological_process	GO:0008152
112587	3546	transporter activity	molecular_function	GO:0005215
112587	4927	transport	biological_process	GO:0006810
112587	9321	integral to membrane	cellular_component	GO:0016021
112643	5765	N-acetyltransferase activity	molecular_function	GO:0008080
112643	5830	metabolic process	biological_process	GO:0008152
112667	3721	iron ion binding	molecular_function	GO:0005506
112667	4283	electron transport	biological_process	GO:0006118
112667	6664	electron carrier activity	molecular_function	GO:0009055
112667	12251	heme binding	molecular_function	GO:0020037
112667	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
112780	2176	DNA binding	molecular_function	GO:0003677
112780	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
112780	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
112780	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
112780	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
112780	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
112780	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
112780	9684	pyrophosphatase activity	molecular_function	GO:0016462
112780	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
112780	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
112780	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
112782	2216	RNA binding	molecular_function	GO:0003723
112810	586	chromatin	cellular_component	GO:0000785
112810	2180	chromatin binding	molecular_function	GO:0003682
112810	3838	nucleus	cellular_component	GO:0005634
112810	4483	chromatin assembly or disassembly	biological_process	GO:0006333
112865	2290	catalytic activity	molecular_function	GO:0003824
112888	5053	response to stress	biological_process	GO:0006950
112888	9321	integral to membrane	cellular_component	GO:0016021
112914	3546	transporter activity	molecular_function	GO:0005215
112914	4927	transport	biological_process	GO:0006810
112914	9321	integral to membrane	cellular_component	GO:0016021
113024	2176	DNA binding	molecular_function	GO:0003677
113024	3838	nucleus	cellular_component	GO:0005634
113106	22021	acetylspermidine deacetylase activity	molecular_function	GO:0047611
113109	3708	binding	molecular_function	GO:0005488
113367	3737	GTP binding	molecular_function	GO:0005525
113367	4050	microtubule	cellular_component	GO:0005874
113367	5112	microtubule-based process	biological_process	GO:0007017
113367	3724	calcium ion binding	molecular_function	GO:0005509
113367	3530	structural molecule activity	molecular_function	GO:0005198
113367	5113	microtubule-based movement	biological_process	GO:0007018
113367	18722	protein complex	cellular_component	GO:0043234
113367	24507	protein polymerization	biological_process	GO:0051258
113367	2378	GTPase activity	molecular_function	GO:0003924
113436	3727	protein binding	molecular_function	GO:0005515
113436	5239	cell communication	biological_process	GO:0007154
113436	17271	phosphoinositide binding	molecular_function	GO:0035091
113845	4283	electron transport	biological_process	GO:0006118
113845	9710	oxidoreductase activity	molecular_function	GO:0016491
113845	2407	NADH dehydrogenase activity	molecular_function	GO:0003954
114156	2290	catalytic activity	molecular_function	GO:0003824
114156	3708	binding	molecular_function	GO:0005488
114156	5830	metabolic process	biological_process	GO:0008152
114186	3546	transporter activity	molecular_function	GO:0005215
114186	4927	transport	biological_process	GO:0006810
114186	9321	integral to membrane	cellular_component	GO:0016021
114214	2888	monooxygenase activity	molecular_function	GO:0004497
114214	3721	iron ion binding	molecular_function	GO:0005506
114214	4283	electron transport	biological_process	GO:0006118
114214	12251	heme binding	molecular_function	GO:0020037
114214	6319	3-(3-hydroxy-phenyl)propionate hydroxylase activity	molecular_function	GO:0008688
114214	10781	4-chlorobenzaldehyde oxidase activity	molecular_function	GO:0018471
114214	10936	3,5-xylenol methylhydroxylase activity	molecular_function	GO:0018630
114214	10937	phenylacetate hydroxylase activity	molecular_function	GO:0018631
114214	10938	4-nitrophenol 4-monooxygenase activity	molecular_function	GO:0018632
114214	10939	dimethyl sulfide monooxygenase activity	molecular_function	GO:0018633
114214	10940	alpha-pinene monooxygenase [NADH] activity	molecular_function	GO:0018634
114214	10941	limonene 1,2-monooxygenase activity	molecular_function	GO:0018635
114214	10942	phenanthrene 9,10-monooxygenase activity	molecular_function	GO:0018636
114214	10943	1-hydroxy-2-naphthoate hydroxylase activity	molecular_function	GO:0018637
114214	10944	toluene 4-monooxygenase activity	molecular_function	GO:0018638
114214	10945	xylene monooxygenase activity	molecular_function	GO:0018639
114214	10946	dibenzothiophene monooxygenase activity	molecular_function	GO:0018640
114214	10947	6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	GO:0018641
114214	10948	chlorophenol 4-monooxygenase activity	molecular_function	GO:0018642
114214	10949	carbon disulfide oxygenase activity	molecular_function	GO:0018643
114214	10950	toluene 2-monooxygenase activity	molecular_function	GO:0018644
114214	10952	1-hydroxy-2-oxolimonene 1,2-monooxygenase activity	molecular_function	GO:0018646
114214	10953	phenanthrene 1,2-monooxygenase activity	molecular_function	GO:0018647
114214	10954	methanesulfonic acid monooxygenase activity	molecular_function	GO:0018648
114214	10955	tetrahydrofuran hydroxylase activity	molecular_function	GO:0018649
114214	10956	styrene monooxygenase activity	molecular_function	GO:0018650
114214	10957	toluene-4-sulfonate monooxygenase activity	molecular_function	GO:0018651
114214	10958	toluene-sulfonate methyl-monooxygenase activity	molecular_function	GO:0018652
114214	10959	3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	molecular_function	GO:0018653
114214	10960	2-hydroxy-phenylacetate hydroxylase activity	molecular_function	GO:0018654
114214	10961	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity	molecular_function	GO:0018655
114214	10962	phenanthrene 3,4-monooxygenase activity	molecular_function	GO:0018656
114214	10963	toluene 3-monooxygenase activity	molecular_function	GO:0018657
114214	11397	limonene monooxygenase activity	molecular_function	GO:0019113
114214	19184	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	molecular_function	GO:0043719
114214	19196	6-hydroxynicotinate 3-monooxygenase activity	molecular_function	GO:0043731
114257	9985	hydrolase activity	molecular_function	GO:0016787
114326	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
114326	6276	carbohydrate transport	biological_process	GO:0008643
114326	9320	membrane	cellular_component	GO:0016020
114326	3546	transporter activity	molecular_function	GO:0005215
114326	4927	transport	biological_process	GO:0006810
114326	9321	integral to membrane	cellular_component	GO:0016021
114326	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
114438	5830	metabolic process	biological_process	GO:0008152
114438	9710	oxidoreductase activity	molecular_function	GO:0016491
114438	2290	catalytic activity	molecular_function	GO:0003824
114438	3708	binding	molecular_function	GO:0005488
114515	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
114515	6276	carbohydrate transport	biological_process	GO:0008643
114515	9320	membrane	cellular_component	GO:0016020
114515	3546	transporter activity	molecular_function	GO:0005215
114515	4927	transport	biological_process	GO:0006810
114515	9321	integral to membrane	cellular_component	GO:0016021
114515	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
114537	5816	NADH dehydrogenase (ubiquinone) activity	molecular_function	GO:0008137
114537	9320	membrane	cellular_component	GO:0016020
114537	18277	ATP synthesis coupled electron transport	biological_process	GO:0042773
114537	4283	electron transport	biological_process	GO:0006118
114537	6664	electron carrier activity	molecular_function	GO:0009055
114537	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
114537	9710	oxidoreductase activity	molecular_function	GO:0016491
114537	9858	oxidoreductase activity, acting on NADH or NADPH	molecular_function	GO:0016651
114557	5986	protein prenyltransferase activity	molecular_function	GO:0008318
114557	10681	protein amino acid prenylation	biological_process	GO:0018346
114557	3032	prenyltransferase activity	molecular_function	GO:0004659
114557	3034	protein geranylgeranyltransferase activity	molecular_function	GO:0004661
114557	6072	4-hydroxybenzoate octaprenyltransferase activity	molecular_function	GO:0008412
114557	6150	protoheme IX farnesyltransferase activity	molecular_function	GO:0008495
114557	19230	Sep-tRNA:Cys-tRNA synthase activity	molecular_function	GO:0043766
114557	19352	(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase activity	molecular_function	GO:0043888
114557	20865	1,4-dihydroxy-2-naphthoate octaprenyltransferase activity	molecular_function	GO:0046428
114608	3737	GTP binding	molecular_function	GO:0005525
114608	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
114608	3827	intracellular	cellular_component	GO:0005622
114608	8400	protein transport	biological_process	GO:0015031
114731	3736	ATP binding	molecular_function	GO:0005524
114731	3930	cytoplasm	cellular_component	GO:0005737
114731	4556	translation	biological_process	GO:0006412
114731	10071	ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function	GO:0016876
114731	18535	tRNA aminoacylation	biological_process	GO:0043039
114885	4639	proteolysis	biological_process	GO:0006508
114885	5905	peptidase activity	molecular_function	GO:0008233
114908	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
114908	3838	nucleus	cellular_component	GO:0005634
114908	4440	DNA repair	biological_process	GO:0006281
114908	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
114912	2206	transcription cofactor activity	molecular_function	GO:0003712
114912	3727	protein binding	molecular_function	GO:0005515
114912	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
115024	2196	transcription factor activity	molecular_function	GO:0003700
115024	3838	nucleus	cellular_component	GO:0005634
115024	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
115024	5939	zinc ion binding	molecular_function	GO:0008270
115184	2290	catalytic activity	molecular_function	GO:0003824
115184	3708	binding	molecular_function	GO:0005488
115184	5830	metabolic process	biological_process	GO:0008152
115208	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
115208	6276	carbohydrate transport	biological_process	GO:0008643
115208	9320	membrane	cellular_component	GO:0016020
115208	3546	transporter activity	molecular_function	GO:0005215
115208	4927	transport	biological_process	GO:0006810
115208	9321	integral to membrane	cellular_component	GO:0016021
115208	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
115210	2888	monooxygenase activity	molecular_function	GO:0004497
115210	3721	iron ion binding	molecular_function	GO:0005506
115210	4283	electron transport	biological_process	GO:0006118
115210	12251	heme binding	molecular_function	GO:0020037
115210	9710	oxidoreductase activity	molecular_function	GO:0016491
115210	7744	FMN binding	molecular_function	GO:0010181
115210	2411	NADPH-hemoprotein reductase activity	molecular_function	GO:0003958
115412	2290	catalytic activity	molecular_function	GO:0003824
115412	5830	metabolic process	biological_process	GO:0008152
115432	2196	transcription factor activity	molecular_function	GO:0003700
115432	3838	nucleus	cellular_component	GO:0005634
115432	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
115432	19030	sequence-specific DNA binding	molecular_function	GO:0043565
115432	21401	protein dimerization activity	molecular_function	GO:0046983
115575	3433	Rab GTPase activator activity	molecular_function	GO:0005097
115575	3827	intracellular	cellular_component	GO:0005622
115575	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
115580	2227	structural constituent of ribosome	molecular_function	GO:0003735
115580	3827	intracellular	cellular_component	GO:0005622
115580	4025	ribosome	cellular_component	GO:0005840
115580	4556	translation	biological_process	GO:0006412
115663	9321	integral to membrane	cellular_component	GO:0016021
115802	2536	catalase activity	molecular_function	GO:0004096
115802	4283	electron transport	biological_process	GO:0006118
115802	5077	response to oxidative stress	biological_process	GO:0006979
115809	9710	oxidoreductase activity	molecular_function	GO:0016491
115809	23919	FAD binding	molecular_function	GO:0050660
